#        Energy grid [eV]               DOS
#
               -23.043223                 0.000000
               -23.033223                 0.000000
               -23.023223                 0.000000
               -23.013222                 0.000000
               -23.003222                 0.000000
               -22.993222                 0.000000
               -22.983222                 0.000000
               -22.973222                 0.000000
               -22.963221                 0.000000
               -22.953221                 0.000000
               -22.943221                 0.000000
               -22.933221                 0.000000
               -22.923221                 0.000000
               -22.913220                 0.000000
               -22.903220                 0.000000
               -22.893220                 0.000000
               -22.883220                 0.000000
               -22.873220                 0.000000
               -22.863220                 0.000000
               -22.853219                 0.000000
               -22.843219                 0.000000
               -22.833219                 0.000000
               -22.823219                 0.000000
               -22.813219                 0.000000
               -22.803218                 0.000000
               -22.793218                 0.000000
               -22.783218                 0.000000
               -22.773218                 0.000000
               -22.763218                 0.000000
               -22.753218                 0.000000
               -22.743217                 0.000000
               -22.733217                 0.000000
               -22.723217                 0.000000
               -22.713217                 0.000000
               -22.703217                 0.000000
               -22.693216                 0.000000
               -22.683216                 0.000000
               -22.673216                 0.000000
               -22.663216                 0.000000
               -22.653216                 0.000000
               -22.643216                 0.000000
               -22.633215                 0.000000
               -22.623215                 0.000000
               -22.613215                 0.000000
               -22.603215                 0.000000
               -22.593215                 0.000000
               -22.583214                 0.000000
               -22.573214                 0.000000
               -22.563214                 0.000000
               -22.553214                 0.000000
               -22.543214                 0.000000
               -22.533214                 0.000000
               -22.523213                 0.000000
               -22.513213                 0.000000
               -22.503213                 0.000000
               -22.493213                 0.000000
               -22.483213                 0.000000
               -22.473212                 0.000000
               -22.463212                 0.000000
               -22.453212                 0.000000
               -22.443212                 0.000000
               -22.433212                 0.000000
               -22.423211                 0.000000
               -22.413211                 0.000000
               -22.403211                 0.000000
               -22.393211                 0.000000
               -22.383211                 0.000000
               -22.373211                 0.000000
               -22.363210                 0.000000
               -22.353210                 0.000000
               -22.343210                 0.000000
               -22.333210                 0.000000
               -22.323210                 0.000000
               -22.313209                 0.000000
               -22.303209                 0.000000
               -22.293209                 0.000000
               -22.283209                 0.000000
               -22.273209                 0.000000
               -22.263209                 0.000000
               -22.253208                 0.000000
               -22.243208                 0.000000
               -22.233208                 0.000000
               -22.223208                 0.000000
               -22.213208                 0.000000
               -22.203207                 0.000000
               -22.193207                 0.000000
               -22.183207                 0.000000
               -22.173207                 0.000000
               -22.163207                 0.000000
               -22.153207                 0.000000
               -22.143206                 0.000000
               -22.133206                 0.000000
               -22.123206                 0.000000
               -22.113206                 0.000000
               -22.103206                 0.000000
               -22.093205                 0.000000
               -22.083205                 0.000000
               -22.073205                 0.000000
               -22.063205                 0.000000
               -22.053205                 0.000000
               -22.043205                 0.000000
               -22.033204                 0.000000
               -22.023204                 0.000000
               -22.013204                 0.000000
               -22.003204                 0.000000
               -21.993204                 0.000000
               -21.983203                 0.000000
               -21.973203                 0.000000
               -21.963203                 0.000000
               -21.953203                 0.000000
               -21.943203                 0.000000
               -21.933202                 0.000000
               -21.923202                 0.000000
               -21.913202                 0.000000
               -21.903202                 0.000000
               -21.893202                 0.000000
               -21.883202                 0.000000
               -21.873201                 0.000000
               -21.863201                 0.000000
               -21.853201                 0.000000
               -21.843201                 0.000000
               -21.833201                 0.000000
               -21.823200                 0.000000
               -21.813200                 0.000000
               -21.803200                 0.000000
               -21.793200                 0.000000
               -21.783200                 0.000000
               -21.773200                 0.000000
               -21.763199                 0.000000
               -21.753199                 0.000000
               -21.743199                 0.000000
               -21.733199                 0.000000
               -21.723199                 0.000000
               -21.713198                 0.000000
               -21.703198                 0.000000
               -21.693198                 0.000000
               -21.683198                 0.000000
               -21.673198                 0.000000
               -21.663198                 0.000000
               -21.653197                 0.000000
               -21.643197                 0.000000
               -21.633197                 0.000000
               -21.623197                 0.000000
               -21.613197                 0.000000
               -21.603196                 0.000000
               -21.593196                 0.000000
               -21.583196                 0.000000
               -21.573196                 0.000000
               -21.563196                 0.000000
               -21.553196                 0.000000
               -21.543195                 0.000000
               -21.533195                 0.000000
               -21.523195                 0.000000
               -21.513195                 0.000000
               -21.503195                 0.000000
               -21.493194                 0.000000
               -21.483194                 0.000000
               -21.473194                 0.000000
               -21.463194                 0.000000
               -21.453194                 0.000000
               -21.443193                 0.000000
               -21.433193                 0.000000
               -21.423193                 0.000000
               -21.413193                 0.000000
               -21.403193                 0.000000
               -21.393193                 0.000000
               -21.383192                 0.000000
               -21.373192                 0.000000
               -21.363192                 0.000000
               -21.353192                 0.000000
               -21.343192                 0.000000
               -21.333191                 0.000000
               -21.323191                 0.000000
               -21.313191                 0.000000
               -21.303191                 0.000000
               -21.293191                 0.000000
               -21.283191                 0.000000
               -21.273190                 0.000000
               -21.263190                 0.000000
               -21.253190                 0.000000
               -21.243190                 0.000000
               -21.233190                 0.000000
               -21.223189                 0.000000
               -21.213189                 0.000000
               -21.203189                 0.000000
               -21.193189                 0.000000
               -21.183189                 0.000000
               -21.173189                 0.000000
               -21.163188                 0.000000
               -21.153188                 0.000000
               -21.143188                 0.000000
               -21.133188                 0.000000
               -21.123188                 0.000000
               -21.113187                 0.000000
               -21.103187                 0.000000
               -21.093187                 0.000000
               -21.083187                 0.000000
               -21.073187                 0.000000
               -21.063187                 0.000000
               -21.053186                 0.000000
               -21.043186                 0.000000
               -21.033186                 0.000000
               -21.023186                 0.000000
               -21.013186                 0.000000
               -21.003185                 0.000000
               -20.993185                 0.000000
               -20.983185                 0.000000
               -20.973185                 0.000000
               -20.963185                 0.000000
               -20.953184                 0.000000
               -20.943184                 0.000000
               -20.933184                 0.000000
               -20.923184                 0.000000
               -20.913184                 0.000000
               -20.903184                 0.000000
               -20.893183                 0.000000
               -20.883183                 0.000000
               -20.873183                 0.000000
               -20.863183                 0.000000
               -20.853183                 0.000000
               -20.843182                 0.000000
               -20.833182                 0.000000
               -20.823182                 0.000000
               -20.813182                 0.000000
               -20.803182                 0.000000
               -20.793182                 0.000000
               -20.783181                 0.000000
               -20.773181                 0.000000
               -20.763181                 0.000000
               -20.753181                 0.000000
               -20.743181                 0.000000
               -20.733180                 0.000000
               -20.723180                 0.000000
               -20.713180                 0.000000
               -20.703180                 0.000000
               -20.693180                 0.000000
               -20.683180                 0.000000
               -20.673179                 0.000000
               -20.663179                 0.000000
               -20.653179                 0.000000
               -20.643179                 0.000000
               -20.633179                 0.000000
               -20.623178                 0.000000
               -20.613178                 0.000000
               -20.603178                 0.000000
               -20.593178                 0.000000
               -20.583178                 0.000000
               -20.573178                 0.000000
               -20.563177                 0.000000
               -20.553177                 0.000000
               -20.543177                 0.000000
               -20.533177                 0.000000
               -20.523177                 0.000000
               -20.513176                 0.000000
               -20.503176                 0.000000
               -20.493176                 0.000000
               -20.483176                 0.000000
               -20.473176                 0.000000
               -20.463175                 0.000000
               -20.453175                 0.000000
               -20.443175                 0.000000
               -20.433175                 0.000000
               -20.423175                 0.000000
               -20.413175                 0.000000
               -20.403174                 0.000000
               -20.393174                 0.000000
               -20.383174                 0.000000
               -20.373174                 0.000000
               -20.363174                 0.000000
               -20.353173                 0.000000
               -20.343173                 0.000000
               -20.333173                 0.000000
               -20.323173                 0.000000
               -20.313173                 0.000000
               -20.303173                 0.000000
               -20.293172                 0.000000
               -20.283172                 0.000000
               -20.273172                 0.000000
               -20.263172                 0.000000
               -20.253172                 0.000000
               -20.243171                 0.000000
               -20.233171                 0.000000
               -20.223171                 0.000000
               -20.213171                 0.000000
               -20.203171                 0.000000
               -20.193171                 0.000000
               -20.183170                 0.000000
               -20.173170                 0.000000
               -20.163170                 0.000000
               -20.153170                 0.000000
               -20.143170                 0.000000
               -20.133169                 0.000000
               -20.123169                 0.000000
               -20.113169                 0.000000
               -20.103169                 0.000000
               -20.093169                 0.000000
               -20.083169                 0.000000
               -20.073168                 0.000000
               -20.063168                 0.000000
               -20.053168                 0.000000
               -20.043168                 0.000000
               -20.033168                 0.000000
               -20.023167                 0.000000
               -20.013167                 0.000000
               -20.003167                 0.000000
               -19.993167                 0.000000
               -19.983167                 0.000000
               -19.973166                 0.000000
               -19.963166                 0.000000
               -19.953166                 0.000000
               -19.943166                 0.000000
               -19.933166                 0.000000
               -19.923166                 0.000000
               -19.913165                 0.000000
               -19.903165                 0.000000
               -19.893165                 0.000000
               -19.883165                 0.000000
               -19.873165                 0.000000
               -19.863164                 0.000000
               -19.853164                 0.000000
               -19.843164                 0.000000
               -19.833164                 0.000000
               -19.823164                 0.000000
               -19.813164                 0.000000
               -19.803163                 0.000000
               -19.793163                 0.000000
               -19.783163                 0.000000
               -19.773163                 0.000000
               -19.763163                 0.000000
               -19.753162                 0.000000
               -19.743162                 0.000000
               -19.733162                 0.000000
               -19.723162                 0.000000
               -19.713162                 0.000000
               -19.703162                 0.000000
               -19.693161                 0.000000
               -19.683161                 0.000000
               -19.673161                 0.000000
               -19.663161                 0.000000
               -19.653161                 0.000000
               -19.643160                 0.000000
               -19.633160                 0.000000
               -19.623160                 0.000000
               -19.613160                 0.000000
               -19.603160                 0.000000
               -19.593160                 0.000000
               -19.583159                 0.000000
               -19.573159                 0.000000
               -19.563159                 0.000000
               -19.553159                 0.000000
               -19.543159                 0.000000
               -19.533158                 0.000000
               -19.523158                 0.000000
               -19.513158                 0.000000
               -19.503158                 0.000000
               -19.493158                 0.000000
               -19.483157                 0.000000
               -19.473157                 0.000000
               -19.463157                 0.000000
               -19.453157                 0.000000
               -19.443157                 0.000000
               -19.433157                 0.000000
               -19.423156                 0.000000
               -19.413156                 0.000000
               -19.403156                 0.000000
               -19.393156                 0.000000
               -19.383156                 0.000000
               -19.373155                 0.000000
               -19.363155                 0.000000
               -19.353155                 0.000000
               -19.343155                 0.000000
               -19.333155                 0.000000
               -19.323155                 0.000000
               -19.313154                 0.000000
               -19.303154                 0.000000
               -19.293154                 0.000000
               -19.283154                 0.000000
               -19.273154                 0.000000
               -19.263153                 0.000000
               -19.253153                 0.000000
               -19.243153                 0.000000
               -19.233153                 0.000000
               -19.223153                 0.000000
               -19.213153                 0.000000
               -19.203152                 0.000000
               -19.193152                 0.000000
               -19.183152                 0.000000
               -19.173152                 0.000000
               -19.163152                 0.000000
               -19.153151                 0.000000
               -19.143151                 0.000000
               -19.133151                 0.000000
               -19.123151                 0.000000
               -19.113151                 0.000000
               -19.103151                 0.000000
               -19.093150                 0.000000
               -19.083150                 0.000000
               -19.073150                 0.000000
               -19.063150                 0.000000
               -19.053150                 0.000000
               -19.043149                 0.000000
               -19.033149                 0.000000
               -19.023149                 0.000000
               -19.013149                 0.000000
               -19.003149                 0.000000
               -18.993148                 0.000000
               -18.983148                 0.000000
               -18.973148                 0.000000
               -18.963148                 0.000000
               -18.953148                 0.000000
               -18.943148                 0.000000
               -18.933147                 0.000000
               -18.923147                 0.000000
               -18.913147                 0.000000
               -18.903147                 0.000000
               -18.893147                 0.000000
               -18.883146                 0.000000
               -18.873146                 0.000000
               -18.863146                 0.000000
               -18.853146                 0.000000
               -18.843146                 0.000000
               -18.833146                 0.000000
               -18.823145                 0.000000
               -18.813145                 0.000000
               -18.803145                 0.000000
               -18.793145                 0.000000
               -18.783145                 0.000000
               -18.773144                 0.000000
               -18.763144                 0.000000
               -18.753144                 0.000000
               -18.743144                 0.000000
               -18.733144                 0.000000
               -18.723144                 0.000000
               -18.713143                 0.000000
               -18.703143                 0.000000
               -18.693143                 0.000000
               -18.683143                 0.000000
               -18.673143                 0.000000
               -18.663142                 0.000000
               -18.653142                 0.000000
               -18.643142                 0.000000
               -18.633142                 0.000000
               -18.623142                 0.000000
               -18.613142                 0.000000
               -18.603141                 0.000000
               -18.593141                 0.000000
               -18.583141                 0.000000
               -18.573141                 0.000000
               -18.563141                 0.000000
               -18.553140                 0.000000
               -18.543140                 0.000000
               -18.533140                 0.000000
               -18.523140                 0.000000
               -18.513140                 0.000000
               -18.503139                 0.000000
               -18.493139                 0.000000
               -18.483139                 0.000000
               -18.473139                 0.000000
               -18.463139                 0.000000
               -18.453139                 0.000000
               -18.443138                 0.000000
               -18.433138                 0.000000
               -18.423138                 0.000000
               -18.413138                 0.000000
               -18.403138                 0.000000
               -18.393137                 0.000000
               -18.383137                 0.000000
               -18.373137                 0.000000
               -18.363137                 0.000000
               -18.353137                 0.000000
               -18.343137                 0.000000
               -18.333136                 0.000000
               -18.323136                 0.000000
               -18.313136                 0.000000
               -18.303136                 0.000000
               -18.293136                 0.000000
               -18.283135                 0.000000
               -18.273135                 0.000000
               -18.263135                 0.000000
               -18.253135                 0.000000
               -18.243135                 0.000000
               -18.233135                 0.000000
               -18.223134                 0.000000
               -18.213134                 0.000000
               -18.203134                 0.000000
               -18.193134                 0.000000
               -18.183134                 0.000000
               -18.173133                 0.000000
               -18.163133                 0.000000
               -18.153133                 0.000000
               -18.143133                 0.000000
               -18.133133                 0.000000
               -18.123133                 0.000000
               -18.113132                 0.000000
               -18.103132                 0.000000
               -18.093132                 0.000000
               -18.083132                 0.000000
               -18.073132                 0.000000
               -18.063131                 0.000000
               -18.053131                 0.000000
               -18.043131                 0.000000
               -18.033131                 0.000000
               -18.023131                 0.000000
               -18.013130                 0.000000
               -18.003130                 0.000000
               -17.993130                 0.000000
               -17.983130                 0.000000
               -17.973130                 0.000000
               -17.963130                 0.000000
               -17.953129                 0.000000
               -17.943129                 0.000000
               -17.933129                 0.000000
               -17.923129                 0.000000
               -17.913129                 0.000000
               -17.903128                 0.000000
               -17.893128                 0.000000
               -17.883128                 0.000000
               -17.873128                 0.000000
               -17.863128                 0.000000
               -17.853128                 0.000000
               -17.843127                 0.000000
               -17.833127                 0.000000
               -17.823127                 0.000000
               -17.813127                 0.000000
               -17.803127                 0.000000
               -17.793126                 0.000000
               -17.783126                 0.000000
               -17.773126                 0.000000
               -17.763126                 0.000000
               -17.753126                 0.000000
               -17.743126                 0.000000
               -17.733125                 0.000000
               -17.723125                 0.000000
               -17.713125                 0.000000
               -17.703125                 0.000000
               -17.693125                 0.000000
               -17.683124                 0.000000
               -17.673124                 0.000000
               -17.663124                 0.000000
               -17.653124                 0.000000
               -17.643124                 0.000000
               -17.633124                 0.000000
               -17.623123                 0.000000
               -17.613123                 0.000000
               -17.603123                 0.000000
               -17.593123                 0.000000
               -17.583123                 0.000000
               -17.573122                 0.000000
               -17.563122                 0.000000
               -17.553122                 0.000000
               -17.543122                 0.000000
               -17.533122                 0.000000
               -17.523121                 0.000000
               -17.513121                 0.000000
               -17.503121                 0.000000
               -17.493121                 0.000000
               -17.483121                 0.000000
               -17.473121                 0.000000
               -17.463120                 0.000000
               -17.453120                 0.000000
               -17.443120                 0.000000
               -17.433120                 0.000000
               -17.423120                 0.000000
               -17.413119                 0.000000
               -17.403119                 0.000000
               -17.393119                 0.000000
               -17.383119                 0.000000
               -17.373119                 0.000000
               -17.363119                 0.000000
               -17.353118                 0.000000
               -17.343118                 0.000000
               -17.333118                 0.000000
               -17.323118                 0.000000
               -17.313118                 0.000000
               -17.303117                 0.000000
               -17.293117                 0.000000
               -17.283117                 0.000000
               -17.273117                 0.000000
               -17.263117                 0.000000
               -17.253117                 0.000000
               -17.243116                 0.000000
               -17.233116                 0.000000
               -17.223116                 0.000000
               -17.213116                 0.000000
               -17.203116                 0.000000
               -17.193115                 0.000000
               -17.183115                 0.000000
               -17.173115                 0.000000
               -17.163115                 0.000000
               -17.153115                 0.000000
               -17.143115                 0.000000
               -17.133114                 0.000000
               -17.123114                 0.000000
               -17.113114                 0.000000
               -17.103114                 0.000000
               -17.093114                 0.000000
               -17.083113                 0.000000
               -17.073113                 0.000000
               -17.063113                 0.000000
               -17.053113                 0.000000
               -17.043113                 0.000000
               -17.033112                 0.000000
               -17.023112                 0.000000
               -17.013112                 0.000000
               -17.003112                 0.000000
               -16.993112                 0.000000
               -16.983112                 0.000000
               -16.973111                 0.000000
               -16.963111                 0.000000
               -16.953111                 0.000000
               -16.943111                 0.000000
               -16.933111                 0.000000
               -16.923110                 0.000000
               -16.913110                 0.000000
               -16.903110                 0.000000
               -16.893110                 0.000000
               -16.883110                 0.000000
               -16.873110                 0.000000
               -16.863109                 0.000000
               -16.853109                 0.000000
               -16.843109                 0.000000
               -16.833109                 0.000000
               -16.823109                 0.000000
               -16.813108                 0.000000
               -16.803108                 0.000000
               -16.793108                 0.000000
               -16.783108                 0.000000
               -16.773108                 0.000000
               -16.763108                 0.000000
               -16.753107                 0.000000
               -16.743107                 0.000000
               -16.733107                 0.000000
               -16.723107                 0.000000
               -16.713107                 0.000000
               -16.703106                 0.000000
               -16.693106                 0.000000
               -16.683106                 0.000000
               -16.673106                 0.000000
               -16.663106                 0.000000
               -16.653106                 0.000000
               -16.643105                 0.000000
               -16.633105                 0.000000
               -16.623105                 0.000000
               -16.613105                 0.000000
               -16.603105                 0.000000
               -16.593104                 0.000000
               -16.583104                 0.000000
               -16.573104                 0.000000
               -16.563104                 0.000000
               -16.553104                 0.000000
               -16.543103                 0.000000
               -16.533103                 0.000000
               -16.523103                 0.000000
               -16.513103                 0.000000
               -16.503103                 0.000000
               -16.493103                 0.000000
               -16.483102                 0.000000
               -16.473102                 0.000000
               -16.463102                 0.000000
               -16.453102                 0.000000
               -16.443102                 0.000000
               -16.433101                 0.000000
               -16.423101                 0.000000
               -16.413101                 0.000000
               -16.403101                 0.000000
               -16.393101                 0.000000
               -16.383101                 0.000000
               -16.373100                 0.000000
               -16.363100                 0.000000
               -16.353100                 0.000000
               -16.343100                 0.000000
               -16.333100                 0.000000
               -16.323099                 0.000000
               -16.313099                 0.000000
               -16.303099                 0.000000
               -16.293099                 0.000000
               -16.283099                 0.000000
               -16.273099                 0.000000
               -16.263098                 0.000000
               -16.253098                 0.000000
               -16.243098                 0.000000
               -16.233098                 0.000000
               -16.223098                 0.000000
               -16.213097                 0.000000
               -16.203097                 0.000000
               -16.193097                 0.000000
               -16.183097                 0.000000
               -16.173097                 0.000000
               -16.163097                 0.000000
               -16.153096                 0.000000
               -16.143096                 0.000000
               -16.133096                 0.000000
               -16.123096                 0.000000
               -16.113096                 0.000000
               -16.103095                 0.000000
               -16.093095                 0.000000
               -16.083095                 0.000000
               -16.073095                 0.000000
               -16.063095                 0.000000
               -16.053094                 0.000000
               -16.043094                 0.000000
               -16.033094                 0.000000
               -16.023094                 0.000000
               -16.013094                 0.000000
               -16.003094                 0.000000
               -15.993093                 0.000000
               -15.983093                 0.000000
               -15.973093                 0.000000
               -15.963093                 0.000000
               -15.953093                 0.000000
               -15.943092                 0.000000
               -15.933092                 0.000000
               -15.923092                 0.000000
               -15.913092                 0.000000
               -15.903092                 0.000000
               -15.893092                 0.000000
               -15.883091                 0.000000
               -15.873091                 0.000000
               -15.863091                 0.000000
               -15.853091                 0.000000
               -15.843091                 0.000000
               -15.833090                 0.000000
               -15.823090                 0.000000
               -15.813090                 0.000000
               -15.803090                 0.000000
               -15.793090                 0.000000
               -15.783090                 0.000000
               -15.773089                 0.000000
               -15.763089                 0.000000
               -15.753089                 0.000000
               -15.743089                 0.000000
               -15.733089                 0.000000
               -15.723088                 0.000000
               -15.713088                 0.000000
               -15.703088                 0.000000
               -15.693088                 0.000000
               -15.683088                 0.000000
               -15.673088                 0.000000
               -15.663087                 0.000000
               -15.653087                 0.000000
               -15.643087                 0.000000
               -15.633087                 0.000000
               -15.623087                 0.000000
               -15.613086                 0.000000
               -15.603086                 0.000000
               -15.593086                 0.000000
               -15.583086                 0.000000
               -15.573086                 0.000000
               -15.563085                 0.000000
               -15.553085                 0.000000
               -15.543085                 0.000000
               -15.533085                 0.000000
               -15.523085                 0.000000
               -15.513085                 0.000000
               -15.503084                 0.000000
               -15.493084                 0.000000
               -15.483084                 0.000000
               -15.473084                 0.000000
               -15.463084                 0.000000
               -15.453083                 0.000000
               -15.443083                 0.000000
               -15.433083                 0.000000
               -15.423083                 0.000000
               -15.413083                 0.000000
               -15.403083                 0.000000
               -15.393082                 0.000000
               -15.383082                 0.000000
               -15.373082                 0.000000
               -15.363082                 0.000000
               -15.353082                 0.000000
               -15.343081                 0.000000
               -15.333081                 0.000000
               -15.323081                 0.000000
               -15.313081                 0.000000
               -15.303081                 0.000000
               -15.293081                 0.000000
               -15.283080                 0.000000
               -15.273080                 0.000000
               -15.263080                 0.000000
               -15.253080                 0.000000
               -15.243080                 0.000000
               -15.233079                 0.000000
               -15.223079                 0.000000
               -15.213079                 0.000000
               -15.203079                 0.000000
               -15.193079                 0.000000
               -15.183078                 0.000000
               -15.173078                 0.000000
               -15.163078                 0.000000
               -15.153078                 0.000000
               -15.143078                 0.000000
               -15.133078                 0.000000
               -15.123077                 0.000000
               -15.113077                 0.000000
               -15.103077                 0.000000
               -15.093077                 0.000000
               -15.083077                 0.000000
               -15.073076                 0.000000
               -15.063076                 0.000000
               -15.053076                 0.000000
               -15.043076                 0.000000
               -15.033076                 0.000000
               -15.023076                 0.000000
               -15.013075                 0.000000
               -15.003075                 0.000000
               -14.993075                 0.000000
               -14.983075                 0.000000
               -14.973075                 0.000000
               -14.963074                 0.000000
               -14.953074                 0.000000
               -14.943074                 0.000000
               -14.933074                 0.000000
               -14.923074                 0.000000
               -14.913074                 0.000000
               -14.903073                 0.000000
               -14.893073                 0.000000
               -14.883073                 0.000000
               -14.873073                 0.000000
               -14.863073                 0.000000
               -14.853072                 0.000000
               -14.843072                 0.000000
               -14.833072                 0.000000
               -14.823072                 0.000000
               -14.813072                 0.000000
               -14.803072                 0.000000
               -14.793071                 0.000000
               -14.783071                 0.000000
               -14.773071                 0.000000
               -14.763071                 0.000000
               -14.753071                 0.000000
               -14.743070                 0.000000
               -14.733070                 0.000000
               -14.723070                 0.000000
               -14.713070                 0.000000
               -14.703070                 0.000000
               -14.693069                 0.000000
               -14.683069                 0.000000
               -14.673069                 0.000000
               -14.663069                 0.000000
               -14.653069                 0.000000
               -14.643069                 0.000000
               -14.633068                 0.000000
               -14.623068                 0.000000
               -14.613068                 0.000000
               -14.603068                 0.000000
               -14.593068                 0.000000
               -14.583067                 0.000000
               -14.573067                 0.000000
               -14.563067                 0.000000
               -14.553067                 0.000000
               -14.543067                 0.000000
               -14.533067                 0.000000
               -14.523066                 0.000000
               -14.513066                 0.000000
               -14.503066                 0.000000
               -14.493066                 0.000000
               -14.483066                 0.000000
               -14.473065                 0.000000
               -14.463065                 0.000000
               -14.453065                 0.000000
               -14.443065                 0.000000
               -14.433065                 0.000000
               -14.423065                 0.000000
               -14.413064                 0.000000
               -14.403064                 0.000000
               -14.393064                 0.000000
               -14.383064                 0.000000
               -14.373064                 0.000000
               -14.363063                 0.000000
               -14.353063                 0.000000
               -14.343063                 0.000000
               -14.333063                 0.000000
               -14.323063                 0.000000
               -14.313063                 0.000000
               -14.303062                 0.000000
               -14.293062                 0.000000
               -14.283062                 0.000000
               -14.273062                 0.000000
               -14.263062                 0.000000
               -14.253061                 0.000000
               -14.243061                 0.000000
               -14.233061                 0.000000
               -14.223061                 0.000000
