#        Energy grid [eV]               Re(eps)                  Im(eps)               refractive_index          extinct_coeff             reflectivity
#
                 0.000000             -2378.078296                 Infinity                 Infinity                 Infinity                      NaN
                 7.557696                 0.301676                 2.223927                 1.128267                 0.985550                 0.179566
                 7.567706                 0.303563                 2.222416                 1.128410                 0.984756                 0.179319
                 7.577717                 0.305385                 2.220237                 1.128390                 0.983808                 0.179043
                 7.587727                 0.307273                 2.217352                 1.128232                 0.982667                 0.178722
                 7.597737                 0.309368                 2.213753                 1.127970                 0.981299                 0.178344
                 7.607747                 0.311820                 2.209459                 1.127646                 0.979677                 0.177897
                 7.617757                 0.314774                 2.204518                 1.127309                 0.977779                 0.177371
                 7.627768                 0.318372                 2.199014                 1.127012                 0.975594                 0.176757
                 7.637778                 0.322740                 2.193055                 1.126813                 0.973123                 0.176051
                 7.647788                 0.327981                 2.186777                 1.126769                 0.970375                 0.175249
                 7.657798                 0.334177                 2.180339                 1.126938                 0.967374                 0.174356
                 7.667808                 0.341373                 2.173915                 1.127370                 0.964153                 0.173375
                 7.677819                 0.349585                 2.167686                 1.128113                 0.960757                 0.172319
                 7.687829                 0.358791                 2.161834                 1.129203                 0.957239                 0.171199
                 7.697839                 0.368937                 2.156537                 1.130665                 0.953659                 0.170032
                 7.707849                 0.379935                 2.151956                 1.132513                 0.950080                 0.168838
                 7.717859                 0.391672                 2.148233                 1.134751                 0.946566                 0.167636
                 7.727870                 0.404015                 2.145486                 1.137367                 0.943181                 0.166448
                 7.737880                 0.416814                 2.143803                 1.140342                 0.939982                 0.165292
                 7.747890                 0.429914                 2.143248                 1.143647                 0.937024                 0.164190
                 7.757900                 0.443157                 2.143855                 1.147243                 0.934350                 0.163156
                 7.767910                 0.456388                 2.145635                 1.151092                 0.932000                 0.162206
                 7.777921                 0.469464                 2.148579                 1.155148                 0.930002                 0.161351
                 7.787931                 0.482247                 2.152663                 1.159367                 0.928378                 0.160602
                 7.797941                 0.494610                 2.157852                 1.163706                 0.927147                 0.159965
                 7.807951                 0.506435                 2.164100                 1.168119                 0.926318                 0.159446
                 7.817961                 0.517612                 2.171358                 1.172564                 0.925902                 0.159050
                 7.827972                 0.528030                 2.179569                 1.176998                 0.925902                 0.158779
                 7.837982                 0.537585                 2.188671                 1.181379                 0.926321                 0.158635
                 7.847992                 0.546170                 2.198593                 1.185661                 0.927159                 0.158619
                 7.858002                 0.553678                 2.209251                 1.189801                 0.928412                 0.158732
                 7.868012                 0.560006                 2.220549                 1.193751                 0.930072                 0.158972
                 7.878022                 0.565053                 2.232370                 1.197461                 0.932126                 0.159336
                 7.888033                 0.568729                 2.244583                 1.200884                 0.934555                 0.159822
                 7.898043                 0.570955                 2.257035                 1.203970                 0.937330                 0.160422
                 7.908053                 0.571670                 2.269554                 1.206672                 0.940419                 0.161129
                 7.918063                 0.570836                 2.281956                 1.208947                 0.943778                 0.161932
                 7.928073                 0.568444                 2.294041                 1.210757                 0.947358                 0.162821
                 7.938084                 0.564511                 2.305606                 1.212069                 0.951104                 0.163780
                 7.948094                 0.559091                 2.316445                 1.212858                 0.954953                 0.164795
                 7.958104                 0.552267                 2.326355                 1.213111                 0.958838                 0.165850
                 7.968114                 0.544157                 2.335146                 1.212821                 0.962692                 0.166926
                 7.978124                 0.534912                 2.342647                 1.211993                 0.966444                 0.168005
                 7.988135                 0.524707                 2.348706                 1.210642                 0.970025                 0.169070
                 7.998145                 0.513744                 2.353205                 1.208796                 0.973367                 0.170100
                 8.008155                 0.502242                 2.356055                 1.206489                 0.976409                 0.171078
                 8.018165                 0.490432                 2.357205                 1.203768                 0.979094                 0.171988
                 8.028175                 0.478552                 2.356642                 1.200686                 0.981374                 0.172813
                 8.038186                 0.466834                 2.354393                 1.197302                 0.983208                 0.173538
                 8.048196                 0.455502                 2.350521                 1.193682                 0.984568                 0.174153
                 8.058206                 0.444766                 2.345123                 1.189893                 0.985434                 0.174647
                 8.068216                 0.434809                 2.338329                 1.186006                 0.985800                 0.175013
                 8.078226                 0.425788                 2.330293                 1.182087                 0.985669                 0.175247
                 8.088237                 0.417829                 2.321186                 1.178202                 0.985054                 0.175347
                 8.098247                 0.411023                 2.311194                 1.174411                 0.983980                 0.175314
                 8.108257                 0.405427                 2.300504                 1.170765                 0.982479                 0.175152
                 8.118267                 0.401066                 2.289302                 1.167312                 0.980587                 0.174868
                 8.128277                 0.397933                 2.277765                 1.164087                 0.978348                 0.174470
                 8.138288                 0.395997                 2.266056                 1.161119                 0.975807                 0.173968
                 8.148298                 0.395205                 2.254323                 1.158427                 0.973010                 0.173372
                 8.158308                 0.395489                 2.242690                 1.156024                 0.970001                 0.172694
                 8.168318                 0.396767                 2.231265                 1.153914                 0.966825                 0.171945
                 8.178328                 0.398955                 2.220134                 1.152096                 0.963520                 0.171137
                 8.188338                 0.401962                 2.209367                 1.150564                 0.960123                 0.170281
                 8.198349                 0.405699                 2.199014                 1.149309                 0.956668                 0.169386
                 8.208359                 0.410080                 2.189112                 1.148318                 0.953182                 0.168462
                 8.218369                 0.415021                 2.179687                 1.147577                 0.949691                 0.167517
                 8.228379                 0.420444                 2.170750                 1.147069                 0.946216                 0.166560
                 8.238389                 0.426276                 2.162304                 1.146778                 0.942774                 0.165597
                 8.248400                 0.432450                 2.154344                 1.146684                 0.939380                 0.164633
                 8.258410                 0.438906                 2.146855                 1.146771                 0.936043                 0.163674
                 8.268420                 0.445592                 2.139817                 1.147020                 0.932772                 0.162722
                 8.278430                 0.452468                 2.133204                 1.147417                 0.929568                 0.161781
                 8.288440                 0.459499                 2.126990                 1.147945                 0.926434                 0.160851
                 8.298451                 0.466665                 2.121146                 1.148594                 0.923366                 0.159933
                 8.308461                 0.473952                 2.115644                 1.149355                 0.920362                 0.159028
                 8.318471                 0.481357                 2.110465                 1.150222                 0.917417                 0.158134
                 8.328481                 0.488882                 2.105594                 1.151192                 0.914528                 0.157251
                 8.338491                 0.496536                 2.101025                 1.152267                 0.911692                 0.156379
                 8.348502                 0.504324                 2.096760                 1.153448                 0.908910                 0.155518
                 8.358512                 0.512254                 2.092813                 1.154740                 0.906184                 0.154667
                 8.368522                 0.520327                 2.089202                 1.156147                 0.903520                 0.153830
                 8.378532                 0.528536                 2.085955                 1.157672                 0.900926                 0.153008
                 8.388542                 0.536868                 2.083098                 1.159318                 0.898415                 0.152205
                 8.398553                 0.545298                 2.080663                 1.161083                 0.896000                 0.151425
                 8.408563                 0.553793                 2.078675                 1.162965                 0.893696                 0.150673
                 8.418573                 0.562312                 2.077157                 1.164954                 0.891519                 0.149953
                 8.428583                 0.570805                 2.076124                 1.167041                 0.889482                 0.149270
                 8.438593                 0.579220                 2.075582                 1.169211                 0.887600                 0.148629
                 8.448604                 0.587500                 2.075527                 1.171447                 0.885882                 0.148034
                 8.458614                 0.595588                 2.075945                 1.173729                 0.884337                 0.147487
                 8.468624                 0.603429                 2.076811                 1.176038                 0.882970                 0.146991
                 8.478634                 0.610976                 2.078090                 1.178351                 0.881779                 0.146547
                 8.488644                 0.618184                 2.079741                 1.180647                 0.880763                 0.146155
                 8.498655                 0.625019                 2.081712                 1.182907                 0.879914                 0.145813
                 8.508665                 0.631458                 2.083953                 1.185111                 0.879222                 0.145518
                 8.518675                 0.637484                 2.086406                 1.187246                 0.878675                 0.145269
                 8.528685                 0.643093                 2.089020                 1.189298                 0.878258                 0.145061
                 8.538695                 0.648289                 2.091741                 1.191257                 0.877955                 0.144890
                 8.548705                 0.653082                 2.094522                 1.193118                 0.877752                 0.144751
                 8.558716                 0.657488                 2.097321                 1.194875                 0.877632                 0.144641
                 8.568726                 0.661527                 2.100100                 1.196527                 0.877582                 0.144556
                 8.578736                 0.665223                 2.102826                 1.198074                 0.877586                 0.144491
                 8.588746                 0.668600                 2.105474                 1.199517                 0.877634                 0.144442
                 8.598756                 0.671684                 2.108018                 1.200859                 0.877712                 0.144407
                 8.608767                 0.674500                 2.110439                 1.202103                 0.877811                 0.144382
                 8.618777                 0.677077                 2.112722                 1.203254                 0.877920                 0.144364
                 8.628787                 0.679441                 2.114852                 1.204316                 0.878030                 0.144350
                 8.638797                 0.681620                 2.116820                 1.205296                 0.878133                 0.144338
                 8.648807                 0.683642                 2.118619                 1.206199                 0.878221                 0.144325
                 8.658818                 0.685533                 2.120245                 1.207031                 0.878289                 0.144310
                 8.668828                 0.687321                 2.121698                 1.207802                 0.878331                 0.144291
                 8.678838                 0.689030                 2.122979                 1.208517                 0.878341                 0.144266
                 8.688848                 0.690688                 2.124091                 1.209184                 0.878316                 0.144233
                 8.698858                 0.692319                 2.125041                 1.209812                 0.878252                 0.144192
                 8.708869                 0.693948                 2.125837                 1.210410                 0.878148                 0.144141
                 8.718879                 0.695600                 2.126490                 1.210985                 0.878000                 0.144080
                 8.728889                 0.697302                 2.127015                 1.211548                 0.877809                 0.144008
                 8.738899                 0.699078                 2.127433                 1.212111                 0.877573                 0.143924
                 8.748909                 0.700951                 2.127769                 1.212684                 0.877297                 0.143830
                 8.758920                 0.702942                 2.128055                 1.213279                 0.876985                 0.143725
                 8.768930                 0.705065                 2.128329                 1.213907                 0.876644                 0.143611
                 8.778940                 0.707326                 2.128634                 1.214579                 0.876285                 0.143492
                 8.788950                 0.709724                 2.129016                 1.215302                 0.875920                 0.143369
                 8.798960                 0.712243                 2.129522                 1.216083                 0.875566                 0.143247
                 8.808971                 0.714861                 2.130197                 1.216924                 0.875238                 0.143131
                 8.818981                 0.717542                 2.131079                 1.217821                 0.874956                 0.143025
                 8.828991                 0.720243                 2.132202                 1.218771                 0.874734                 0.142934
                 8.839001                 0.722914                 2.133587                 1.219763                 0.874590                 0.142861
                 8.849011                 0.725501                 2.135246                 1.220785                 0.874538                 0.142813
                 8.859021                 0.727947                 2.137180                 1.221822                 0.874587                 0.142791
                 8.869032                 0.730200                 2.139380                 1.222858                 0.874746                 0.142798
                 8.879042                 0.732206                 2.141827                 1.223873                 0.875020                 0.142837
                 8.889052                 0.733919                 2.144495                 1.224852                 0.875410                 0.142907
                 8.899062                 0.735295                 2.147353                 1.225775                 0.875916                 0.143010
                 8.909072                 0.736298                 2.150362                 1.226626                 0.876535                 0.143145
                 8.919083                 0.736891                 2.153483                 1.227388                 0.877263                 0.143311
                 8.929093                 0.737046                 2.156669                 1.228043                 0.878092                 0.143508
                 8.939103                 0.736733                 2.159870                 1.228576                 0.879014                 0.143733
                 8.949113                 0.735932                 2.163030                 1.228969                 0.880018                 0.143983
                 8.959123                 0.734623                 2.166086                 1.229206                 0.881092                 0.144258
                 8.969134                 0.732797                 2.168969                 1.229271                 0.882218                 0.144551
                 8.979144                 0.730454                 2.171602                 1.229149                 0.883376                 0.144859
                 8.989154                 0.727605                 2.173905                 1.228829                 0.884543                 0.145177
                 8.999164                 0.724278                 2.175791                 1.228302                 0.885691                 0.145496
                 9.009174                 0.720519                 2.177179                 1.227564                 0.886789                 0.145810
                 9.019185                 0.716391                 2.177991                 1.226616                 0.887804                 0.146110
                 9.029195                 0.711973                 2.178158                 1.225467                 0.888705                 0.146388
                 9.039205                 0.707362                 2.177629                 1.224132                 0.889459                 0.146634
                 9.049215                 0.702663                 2.176369                 1.222631                 0.890035                 0.146841
                 9.059225                 0.697990                 2.174368                 1.220992                 0.890411                 0.147000
                 9.069236                 0.693454                 2.171633                 1.219245                 0.890565                 0.147106
                 9.079246                 0.689165                 2.168199                 1.217427                 0.890484                 0.147153
                 9.089256                 0.685222                 2.164115                 1.215571                 0.890164                 0.147139
                 9.099266                 0.681709                 2.159450                 1.213715                 0.889604                 0.147062
                 9.109276                 0.678698                 2.154284                 1.211892                 0.888810                 0.146923
                 9.119287                 0.676239                 2.148704                 1.210133                 0.887797                 0.146723
                 9.129297                 0.674367                 2.142802                 1.208466                 0.886579                 0.146465
                 9.139307                 0.673099                 2.136670                 1.206914                 0.885179                 0.146154
                 9.149317                 0.672439                 2.130399                 1.205496                 0.883619                 0.145795
                 9.159327                 0.672373                 2.124072                 1.204227                 0.881924                 0.145394
                 9.169337                 0.672877                 2.117769                 1.203115                 0.880119                 0.144957
                 9.179348                 0.673916                 2.111560                 1.202167                 0.878231                 0.144491
                 9.189358                 0.675446                 2.105504                 1.201382                 0.876284                 0.144003
                 9.199368                 0.677414                 2.099652                 1.200758                 0.874303                 0.143500
                 9.209378                 0.679764                 2.094042                 1.200287                 0.872309                 0.142987
                 9.219388                 0.682436                 2.088701                 1.199957                 0.870323                 0.142470
                 9.229399                 0.685369                 2.083641                 1.199757                 0.868360                 0.141955
                 9.239409                 0.688502                 2.078864                 1.199669                 0.866432                 0.141445
                 9.249419                 0.691783                 2.074358                 1.199678                 0.864548                 0.140944
                 9.259429                 0.695161                 2.070102                 1.199764                 0.862712                 0.140452
                 9.269439                 0.698600                 2.066064                 1.199912                 0.860923                 0.139972
                 9.279450                 0.702070                 2.062209                 1.200107                 0.859178                 0.139501
                 9.289460                 0.705555                 2.058497                 1.200335                 0.857467                 0.139039
                 9.299470                 0.709051                 2.054885                 1.200589                 0.855782                 0.138584
                 9.309480                 0.712563                 2.051337                 1.200861                 0.854111                 0.138132
                 9.319490                 0.716109                 2.047817                 1.201151                 0.852440                 0.137680
                 9.329501                 0.719715                 2.044296                 1.201458                 0.850756                 0.137225
                 9.339511                 0.723413                 2.040757                 1.201789                 0.849049                 0.136764
                 9.349521                 0.727243                 2.037186                 1.202153                 0.847307                 0.136292
                 9.359531                 0.731245                 2.033585                 1.202561                 0.845523                 0.135809
                 9.369541                 0.735463                 2.029964                 1.203027                 0.843690                 0.135312
                 9.379552                 0.739938                 2.026343                 1.203568                 0.841807                 0.134801
                 9.389562                 0.744707                 2.022754                 1.204200                 0.839875                 0.134274
                 9.399572                 0.749803                 2.019237                 1.204939                 0.837900                 0.133734
                 9.409582                 0.755250                 2.015842                 1.205804                 0.835891                 0.133183
                 9.419592                 0.761064                 2.012622                 1.206809                 0.833861                 0.132624
                 9.429603                 0.767250                 2.009637                 1.207967                 0.831826                 0.132060
                 9.439613                 0.773802                 2.006946                 1.209288                 0.829805                 0.131497
                 9.449623                 0.780706                 2.004610                 1.210780                 0.827818                 0.130941
                 9.459633                 0.787937                 2.002684                 1.212446                 0.825886                 0.130396
                 9.469643                 0.795464                 2.001222                 1.214287                 0.824032                 0.129870
                 9.479653                 0.803248                 2.000272                 1.216301                 0.822277                 0.129368
                 9.489664                 0.811247                 1.999879                 1.218483                 0.820643                 0.128896
                 9.499674                 0.819413                 2.000083                 1.220828                 0.819150                 0.128460
                 9.509684                 0.827698                 2.000922                 1.223326                 0.817820                 0.128065
                 9.519694                 0.836047                 2.002431                 1.225969                 0.816672                 0.127718
                 9.529704                 0.844403                 2.004644                 1.228745                 0.815728                 0.127423
                 9.539715                 0.852700                 2.007596                 1.231641                 0.815009                 0.127186
                 9.549725                 0.860865                 2.011318                 1.234639                 0.814537                 0.127013
                 9.559735                 0.868814                 2.015836                 1.237721                 0.814334                 0.126911
                 9.569745                 0.876452                 2.021171                 1.240861                 0.814423                 0.126883
                 9.579755                 0.883670                 2.027332                 1.244030                 0.814825                 0.126937
                 9.589766                 0.890351                 2.034314                 1.247191                 0.815558                 0.127076
                 9.599776                 0.896364                 2.042091                 1.250304                 0.816638                 0.127304
                 9.609786                 0.901577                 2.050615                 1.253323                 0.818071                 0.127623
                 9.619796                 0.905856                 2.059812                 1.256196                 0.819861                 0.128034
                 9.629806                 0.909073                 2.069577                 1.258870                 0.821998                 0.128534
                 9.639817                 0.911113                 2.079781                 1.261291                 0.824465                 0.129120
                 9.649827                 0.911879                 2.090266                 1.263406                 0.827234                 0.129784
                 9.659837                 0.911303                 2.100854                 1.265167                 0.830267                 0.130518
                 9.669847                 0.909345                 2.111348                 1.266529                 0.833517                 0.131310
                 9.679857                 0.906004                 2.121545                 1.267459                 0.836928                 0.132148
                 9.689868                 0.901310                 2.131235                 1.267930                 0.840439                 0.133016
                 9.699878                 0.895336                 2.140217                 1.267928                 0.843982                 0.133900
                 9.709888                 0.888188                 2.148298                 1.267449                 0.847489                 0.134783
                 9.719898                 0.880004                 2.155309                 1.266500                 0.850892                 0.135648
                 9.729908                 0.870952                 2.161103                 1.265100                 0.854123                 0.136481
                 9.739919                 0.861224                 2.165561                 1.263280                 0.857119                 0.137264
                 9.749929                 0.851030                 2.168602                 1.261079                 0.859820                 0.137984
                 9.759939                 0.840594                 2.170178                 1.258547                 0.862176                 0.138628
                 9.769949                 0.830145                 2.170282                 1.255742                 0.864143                 0.139183
                 9.779959                 0.819910                 2.168946                 1.252728                 0.865689                 0.139640
                 9.789969                 0.810107                 2.166244                 1.249575                 0.866793                 0.139991
                 9.799980                 0.800941                 2.162287                 1.246355                 0.867444                 0.140233
                 9.809990                 0.792588                 2.157220                 1.243142                 0.867648                 0.140363
                 9.820000                 0.785197                 2.151218                 1.240007                 0.867422                 0.140384
                 9.830010                 0.778880                 2.144482                 1.237018                 0.866795                 0.140300
                 9.840020                 0.773705                 2.137223                 1.234233                 0.865810                 0.140121
                 9.850031                 0.769703                 2.129664                 1.231705                 0.864519                 0.139856
                 9.860041                 0.766858                 2.122020                 1.229470                 0.862982                 0.139520
                 9.870051                 0.765116                 2.114500                 1.227556                 0.861265                 0.139128
                 9.880061                 0.764385                 2.107292                 1.225975                 0.859435                 0.138699
                 9.890071                 0.764542                 2.100560                 1.224727                 0.857563                 0.138248
                 9.900082                 0.765437                 2.094437                 1.223798                 0.855712                 0.137794
                 9.910092                 0.766902                 2.089026                 1.223162                 0.853945                 0.137353
                 9.920102                 0.768757                 2.084392                 1.222783                 0.852315                 0.136941
                 9.930112                 0.770814                 2.080566                 1.222616                 0.850867                 0.136570
                 9.940122                 0.772886                 2.077543                 1.222607                 0.849636                 0.136251
                 9.950133                 0.774791                 2.075281                 1.222699                 0.848648                 0.135992
                 9.960143                 0.776358                 2.073707                 1.222830                 0.847913                 0.135798
                 9.970153                 0.777436                 2.072714                 1.222938                 0.847432                 0.135671
                 9.980163                 0.777895                 2.072167                 1.222960                 0.847193                 0.135608
                 9.990173                 0.777633                 2.071907                 1.222838                 0.847172                 0.135606
                10.000184                 0.776583                 2.071758                 1.222519                 0.847331                 0.135657
